TX-TYPE,Time,Cost
RA_SIGNATURE,9966.65,0.000066805293983373
CERTIFICATE,10928.75,0.000057578437187562
RA_SIGNATURE,14123.66,0.000066789155141109
CERTIFICATE,33920.69,0.000057543333452583
RA_SIGNATURE,14266.22,0.000066778755010668
CERTIFICATE,10500.09,0.000057545789122507
RA_SIGNATURE,10684.91,0.000066772595370888
CERTIFICATE,10183.94,0.000057550222928462
RA_SIGNATURE,14042.35,0.000066761562139227
CERTIFICATE,10104.38,0.000057548309463661
RA_SIGNATURE,10532.59,0.000066767314569723
CERTIFICATE,11172.28,0.000057549700239509
RA_SIGNATURE,13868.97,0.000066761400134574
CERTIFICATE,34009.84,0.000057525743719897
RA_SIGNATURE,14323.18,0.000066758967178974
CERTIFICATE,9849.56,0.00005755041403386
RA_SIGNATURE,14523.18,0.000066758169631266
CERTIFICATE,10108.58,0.000061731912652095
RA_SIGNATURE,10075.45,0.000079390634438586
CERTIFICATE,14121.19,0.000057514131973795
RA_SIGNATURE,22545.19,0.000066740731954767
CERTIFICATE,11527.31,0.000057517783490055
RA_SIGNATURE,10342.92,0.000066753966078909
CERTIFICATE,14293.9,0.00005752525626001
RA_SIGNATURE,10668.29,0.000066756482412075
CERTIFICATE,10176.28,0.00005751399383499
RA_SIGNATURE,14075.06,0.000066741652926135
CERTIFICATE,10270.27,0.000057507170864465
RA_SIGNATURE,10735.97,0.000066737411059167
CERTIFICATE,9947.5,0.00005750577857374
RA_SIGNATURE,13955.23,0.000066740390097867
CERTIFICATE,9938.87,0.000057507424342095
RA_SIGNATURE,10153.31,0.000066735087986142
CERTIFICATE,13816.55,0.000057500265683945
RA_SIGNATURE,10526.09,0.000066727014169707
CERTIFICATE,14164.43,0.00005749317607607
RA_SIGNATURE,10333.47,0.000066723337876122
CERTIFICATE,10975.59,0.000061717125885831
RA_SIGNATURE,13749.51,0.00008356541211011
CERTIFICATE,9765.02,0.000057505503576524
RA_SIGNATURE,10144.52,0.000066737838138969
CERTIFICATE,14171.74,0.000057507841307554
RA_SIGNATURE,10535.56,0.000066733447865229
CERTIFICATE,10978.62,0.000057507488677149
RA_SIGNATURE,26048.33,0.000066713225250081
CERTIFICATE,9989.23,0.000057495982134652
RA_SIGNATURE,10531.78,0.000066721264744578
CERTIFICATE,10373.17,0.000057488967104746
RA_SIGNATURE,13759.4,0.000066721349565768
CERTIFICATE,10153.1,0.000057488502122429
RA_SIGNATURE,14187.58,0.000066715120537383
CERTIFICATE,10440.13,0.000057489996831449
RA_SIGNATURE,10003.93,0.000066716772552183
CERTIFICATE,14215.46,0.000057490227198789
RA_SIGNATURE,10017.36,0.00006671981647827
CERTIFICATE,10330.68,0.000057501109797851
RA_SIGNATURE,13811.59,0.000066741355109724
CERTIFICATE,22240.75,0.000061725676528035
RA_SIGNATURE,14292.73,0.000083574979625325
CERTIFICATE,10438.39,0.000057517660811089
RA_SIGNATURE,10967.49,0.000066730441706901
CERTIFICATE,10463.09,0.000057519769207988
RA_SIGNATURE,14433.49,0.000066730162804947
CERTIFICATE,9865.06,0.000057521195533879
RA_SIGNATURE,10356.95,0.000066736562099733
CERTIFICATE,10870.26,0.000057517059292116
RA_SIGNATURE,14329.31,0.000066734969579343
CERTIFICATE,9996.57,0.000057515439717875
RA_SIGNATURE,14373.12,0.000066738296246553
CERTIFICATE,6471.74,0.000057523009389679
RA_SIGNATURE,14132.79,0.000066733852861602
CERTIFICATE,10046.89,0.000057527549310025
RA_SIGNATURE,14103.92,0.000066738857646618
CERTIFICATE,10534.31,0.000057526964092794
RA_SIGNATURE,10148.3,0.000066744325314756
CERTIFICATE,14044.03,0.000057530907009673
RA_SIGNATURE,21860.69,0.000066737589224328
CERTIFICATE,10346.94,0.000061739054226486
RA_SIGNATURE,14316.18,0.000079375641093729
CERTIFICATE,10373.31,0.000057536624405609
RA_SIGNATURE,10368.12,0.000066754380258522
CERTIFICATE,14144.52,0.000057538497536992
RA_SIGNATURE,10861.61,0.000066751430566239
CERTIFICATE,10252.71,0.000057535112782575
RA_SIGNATURE,14128,0.000066748436743338
CERTIFICATE,10158.89,0.000057528441734732
RA_SIGNATURE,14702.65,0.00006675316395831
CERTIFICATE,10067.19,0.000057536839887086
RA_SIGNATURE,10401.91,0.000066758146100856
CERTIFICATE,10202.24,0.000057545604025028
RA_SIGNATURE,14854.85,0.000066754737210402
CERTIFICATE,10265.65,0.000057550586044025
RA_SIGNATURE,14071.53,0.00006676972093152
CERTIFICATE,10096.44,0.000057551540690874
